id,query,search_id,source,description,alt,image_url
73,비빔밥,1464608465,wikimedia,A Korean bibimbap in Korean Grill Meat Restaurant at North Point,A Korean bibimbap in Korean Grill Meat Restaurant at North Point.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/A_Korean_bibimbap_in_Korean_Grill_Meat_Restaurant_at_North_Point.jpg/250px-A_Korean_bibimbap_in_Korean_Grill_Meat_Restaurant_at_North_Point.jpg
74,비빔밥,1464608465,wikimedia,"Bibimbap, various banchan (small side dishes), and doenjangguk (soup made with doenjang, bean paste soup) in Korean cuisine",Korean cuisine-Bibimbap-Banchan-Guk-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Korean_cuisine-Bibimbap-Banchan-Guk-01.jpg/250px-Korean_cuisine-Bibimbap-Banchan-Guk-01.jpg
75,비빔밥,1464608465,wikimedia,Banchan and Bibimbap,Korean cuisine-Bibimbap and banchan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Korean_cuisine-Bibimbap_and_banchan.jpg/250px-Korean_cuisine-Bibimbap_and_banchan.jpg
76,비빔밥,1464608465,wikimedia,"Foundation Day Celebration at Korean Ambassador's House on October 6, 2009",Korean cuisine-Giant bibimbap for the event-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Korean_cuisine-Giant_bibimbap_for_the_event-01.jpg/330px-Korean_cuisine-Giant_bibimbap_for_the_event-01.jpg
77,비빔밥,1464608465,wikimedia,Asiana Airlines NRT to ICN Business Class Lunch: Bibimbap,Asiana Airlines NRT to ICN Business Class Lunch- Bibimbap (8300647291).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Asiana_Airlines_NRT_to_ICN_Business_Class_Lunch-_Bibimbap_%288300647291%29.jpg/330px-Asiana_Airlines_NRT_to_ICN_Business_Class_Lunch-_Bibimbap_%288300647291%29.jpg
78,비빔밥,1464608465,wikimedia,Bibimbap @ Dokkebi @ Paris,"Bibimbap, Dokkebi, Paris 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Bibimbap%2C_Dokkebi%2C_Paris_002.jpg/330px-Bibimbap%2C_Dokkebi%2C_Paris_002.jpg
79,비빔밥,1464608465,wikimedia,Mixed @ Bibimbap @ Kohyang @ Paris,"Bibimbap, Kohyang, Paris 24 November 2016 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_003.jpg/330px-Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_003.jpg
80,비빔밥,1464608465,wikimedia,Bibimbap @ Baptori @ Paris,"Bibimbap, Baptori, Paris 20 September 2016 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Bibimbap%2C_Baptori%2C_Paris_20_September_2016_001.jpg/250px-Bibimbap%2C_Baptori%2C_Paris_20_September_2016_001.jpg
81,비빔밥,1464608465,wikimedia,Mixed @ Bibimbap @ Kohyang @ Paris,"Bibimbap, Kohyang, Paris 24 November 2016 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_002.jpg/330px-Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_002.jpg
82,비빔밥,1464608465,wikimedia,Bibimbap @ Songsan @ Paris,"Bibimbap, Songsan restaurant, 20 Rue Marmontel, Paris August 2016 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_002.jpg/330px-Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_002.jpg
83,비빔밥,1464608465,wikimedia,Bibimbap @ Jules & Shim @ Paris,"Bibimbap, Jules et Shim, Paris, 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bibimbap%2C_Jules_et_Shim%2C_Paris%2C_001.jpg/330px-Bibimbap%2C_Jules_et_Shim%2C_Paris%2C_001.jpg
84,비빔밥,1464608465,wikimedia,Mixed @ Bibimbap @ Kohyang @ Paris,"Bibimbap, Kohyang, Paris 24 November 2016 004.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_004.jpg/330px-Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_004.jpg
85,비빔밥,1464608465,wikimedia,Bibimbap @ Tcham & Bang @ Paris,"Bibimbap, Tcham & Bang, Paris 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Bibimbap%2C_Tcham_%26_Bang%2C_Paris_001.jpg/330px-Bibimbap%2C_Tcham_%26_Bang%2C_Paris_001.jpg
86,비빔밥,1464608465,wikimedia,Jeonju-bibimbap,Bibimbap 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Bibimbap_4.jpg/330px-Bibimbap_4.jpg
87,비빔밥,1464608465,wikimedia,Mixed @ Bibimbap @ Kohyang @ Paris,"Bibimbap, Kohyang, Paris 24 November 2016 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_001.jpg/330px-Bibimbap%2C_Kohyang%2C_Paris_24_November_2016_001.jpg
88,비빔밥,1464608465,wikimedia,A bowl of bibimbap served at a restaurant in Jeonju. South Korea.,Bibimbap in Jeonju.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Bibimbap_in_Jeonju.jpg/250px-Bibimbap_in_Jeonju.jpg
89,비빔밥,1464608465,wikimedia,Korean Bibimbap,Korean Bibimbap.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Korean_Bibimbap.jpg/330px-Korean_Bibimbap.jpg
90,비빔밥,1464608465,wikimedia,"Bibimbap at Shin Ramen restaurant in Vallila, Helsinki",Bibimbap in Helsinki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bibimbap_in_Helsinki.jpg/250px-Bibimbap_in_Helsinki.jpg
91,비빔밥,1464608465,wikimedia,"Le Manna, 44 Rue de Lourmel, 75015 Paris, France.","Bibimbap, Le Manna, Paris, February 2016.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Bibimbap%2C_Le_Manna%2C_Paris%2C_February_2016.jpg/330px-Bibimbap%2C_Le_Manna%2C_Paris%2C_February_2016.jpg
92,비빔밥,1464608465,wikimedia,Dolsot Bibimbap @ L'Arbre de Sel @ Paris,"Dolsot bibimbap, L'Arbre de Sel, Paris 26 August 2016 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Dolsot_bibimbap%2C_L%27Arbre_de_Sel%2C_Paris_26_August_2016_003.jpg/330px-Dolsot_bibimbap%2C_L%27Arbre_de_Sel%2C_Paris_26_August_2016_003.jpg
93,비빔밥,1464608465,wikimedia,Bibimbap @ Songsan @ Paris,"Bibimbap, Songsan restaurant, 20 Rue Marmontel, Paris August 2016 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_001.jpg/330px-Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_001.jpg
94,비빔밥,1464608465,wikimedia,Bibimbap @ Jules & Shim @ Paris,"Bibimbap, Jules et Shim, Paris, 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Bibimbap%2C_Jules_et_Shim%2C_Paris%2C_003.jpg/330px-Bibimbap%2C_Jules_et_Shim%2C_Paris%2C_003.jpg
95,비빔밥,1464608465,wikimedia,Vegetarian Dolsot Bibimbap @ Jeongane @ Paris,"Vegetarian Dolsot Bibimbap, Jeongane, Paris 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Vegetarian_Dolsot_Bibimbap%2C_Jeongane%2C_Paris_001.jpg/250px-Vegetarian_Dolsot_Bibimbap%2C_Jeongane%2C_Paris_001.jpg
96,비빔밥,1464608465,wikimedia,"Le Manna, 44 Rue de Lourmel, 75015 Paris, France.","Dolsot Bibimbap, Le Manna, Paris, February 2016 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Dolsot_Bibimbap%2C_Le_Manna%2C_Paris%2C_February_2016_003.jpg/330px-Dolsot_Bibimbap%2C_Le_Manna%2C_Paris%2C_February_2016_003.jpg
97,비빔밥,1464608465,wikimedia,Bibimbap @ Songsan @ Paris,"Bibimbap, Songsan restaurant, 20 Rue Marmontel, Paris August 2016 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_003.jpg/330px-Bibimbap%2C_Songsan_restaurant%2C_20_Rue_Marmontel%2C_Paris_August_2016_003.jpg
98,비빔밥,1464608465,wikimedia,Vegetarian Dolsot Bibimbap @ Jeongane @ Paris,"Vegetarian Dolsot Bibimbap, Jeongane, Paris 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Vegetarian_Dolsot_Bibimbap%2C_Jeongane%2C_Paris_002.jpg/250px-Vegetarian_Dolsot_Bibimbap%2C_Jeongane%2C_Paris_002.jpg
99,비빔밥,1464608465,wikimedia,Dolsot bibimbap @ L'Arbre de Sel @ Montparnasse @ Paris,"Dolsot bibimbap, L'Arbre de Sel, Paris 23 May 2016.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Dolsot_bibimbap%2C_L%27Arbre_de_Sel%2C_Paris_23_May_2016.jpg/330px-Dolsot_bibimbap%2C_L%27Arbre_de_Sel%2C_Paris_23_May_2016.jpg
1,불고기,180758472,encykorea,예전에는 너비아니라고 하였다. 너비아니란 궁중과 서울의 양반집에서 쓰던 말로 고기를 넓게 저몄다는 뜻이다.,불고기,https://devin.aks.ac.kr/image/97dfdbb7-c274-493f-af7d-c81bf70ce4ca?preset=page
2,불고기,180758472,folkency,쇠고기 등을 얇게 저며서 갖은 양념에 재웠다가 불에 구워 먹는 한국의 대표 고기구이.,,https://folkency.nfm.go.kr/api/file/images/82824?type=t
3,불고기,180758472,wikimedia,"Bulgogi, a Korean dish",Korean.cuisine-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Korean.cuisine-Bulgogi-01.jpg/250px-Korean.cuisine-Bulgogi-01.jpg
4,불고기,180758472,wikimedia,Bulgogi,Bulgogi 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Bulgogi_3.jpg/250px-Bulgogi_3.jpg
5,불고기,180758472,wikimedia,Bulgogi (marinated beef),Bulgogi 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bulgogi_1.jpg/250px-Bulgogi_1.jpg
6,불고기,180758472,wikimedia,Bulgogi,Bulgogi 4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Bulgogi_4.jpg/250px-Bulgogi_4.jpg
7,불고기,180758472,wikimedia,Bulgogi (Marinated beef. Served with rice) - Kogi,Bulgogi (Marinated beef. Served with rice) - Kogi 2023-09-11.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bulgogi_%28Marinated_beef._Served_with_rice%29_-_Kogi_2023-09-11.jpg/250px-Bulgogi_%28Marinated_beef._Served_with_rice%29_-_Kogi_2023-09-11.jpg
8,불고기,180758472,wikimedia,Dak-bulgogi (spicy chicken bulgogi),Dak-bulgogi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dak-bulgogi.jpg/250px-Dak-bulgogi.jpg
9,불고기,180758472,wikimedia,Spicy Pork Bulgogi @ L'Arbre de Sel @ Montparnasse @ Paris,"Spicy Pork Bulgogi, L'Arbre de Sel, Montparnasse, Paris 003.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_003.jpg/330px-Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_003.jpg
10,불고기,180758472,wikimedia,Spicy Pork Bulgogi @ L'Arbre de Sel @ Montparnasse @ Paris,"Spicy Pork Bulgogi, L'Arbre de Sel, Montparnasse, Paris 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_001.jpg/330px-Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_001.jpg
11,불고기,180758472,wikimedia,Spicy Pork Bulgogi @ L'Arbre de Sel @ Montparnasse @ Paris,"Spicy Pork Bulgogi, L'Arbre de Sel, Montparnasse, Paris 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_002.jpg/330px-Spicy_Pork_Bulgogi%2C_L%27Arbre_de_Sel%2C_Montparnasse%2C_Paris_002.jpg
12,불고기,180758472,wikimedia,"Description on menu: ""Soy-marinated bulgogi cooked with broth in an earthenware pot. Served with steamed rice""",Ttukbaegi bulgogi - Bulgogi(beef) hot pot - Kogi Korean cuisine 2024-09-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Ttukbaegi_bulgogi_-_Bulgogi%28beef%29_hot_pot_-_Kogi_Korean_cuisine_2024-09-03.jpg/250px-Ttukbaegi_bulgogi_-_Bulgogi%28beef%29_hot_pot_-_Kogi_Korean_cuisine_2024-09-03.jpg
13,불고기,180758472,wikimedia,"Items:
left: Beef Bulgogi - ""with garlic and soy sauce served with rice and salad leaves""
right: Brighton Bibimbap - ""Choice of mushroom or tofu with organic fried egg"" (tofu was chosen)
drink: SFC Sp",Lunch at Time For Kimchi 2023-10-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Lunch_at_Time_For_Kimchi_2023-10-02.jpg/250px-Lunch_at_Time_For_Kimchi_2023-10-02.jpg
14,불고기,180758472,wikimedia,Dallae-bulgogi,Dallae-bulgogi 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Dallae-bulgogi_2.jpg/330px-Dallae-bulgogi_2.jpg
15,불고기,180758472,wikimedia,Bulgogi in a restaurant in Seoul,Bulgogi in Seoul.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Bulgogi_in_Seoul.jpg/330px-Bulgogi_in_Seoul.jpg
16,불고기,180758472,wikimedia,bulgogi,Bulgogi 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bulgogi_2.jpg/250px-Bulgogi_2.jpg
17,불고기,180758472,wikimedia,Bulgogi (marinated beef slices),Bulgogi 8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Bulgogi_8.jpg/330px-Bulgogi_8.jpg
18,불고기,180758472,wikimedia,Dallae-bulgogi,Dallae-bulgogi 3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Dallae-bulgogi_3.jpg/330px-Dallae-bulgogi_3.jpg
19,불고기,180758472,wikimedia,Bulgogi,Bulgogi (5019171427).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Bulgogi_%285019171427%29.jpg/250px-Bulgogi_%285019171427%29.jpg
20,불고기,180758472,wikimedia,Bulgogi (grilled marinated beef slices),Bulgogi 9.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bulgogi_9.jpg/330px-Bulgogi_9.jpg
21,불고기,180758472,wikimedia,Bulgogi tots,Bulgogi tots.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Bulgogi_tots.jpg/250px-Bulgogi_tots.jpg
22,불고기,180758472,wikimedia,Bulgogi-pajeon (scallion pancakes with bulgogi),Bulgogi-pajeon 2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Bulgogi-pajeon_2.jpg/330px-Bulgogi-pajeon_2.jpg
23,불고기,180758472,wikimedia,Bulgogi-pajeon (scallion pancakes with bulgogi),Bulgogi-pajeon 1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Bulgogi-pajeon_1.jpg/330px-Bulgogi-pajeon_1.jpg
24,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-09.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Korean_barbeque-Bulgogi-09.jpg/250px-Korean_barbeque-Bulgogi-09.jpg
25,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Korean_barbeque-Bulgogi-06.jpg/250px-Korean_barbeque-Bulgogi-06.jpg
26,불고기,180758472,wikimedia,Bulgogi crêpe,Bulgogi crêpe.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Bulgogi_cr%C3%AApe.jpg/250px-Bulgogi_cr%C3%AApe.jpg
27,불고기,180758472,wikimedia,"Korean traditional cuisine, Bulgogi",Bulgogi cooked.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bulgogi_cooked.jpg/250px-Bulgogi_cooked.jpg
28,불고기,180758472,wikimedia,松屋 プルコギ定食（730円）,Bulgogi lunch of Matsuya.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Bulgogi_lunch_of_Matsuya.jpg/330px-Bulgogi_lunch_of_Matsuya.jpg
29,불고기,180758472,wikimedia,Bulgogi,Bulgogi 5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Bulgogi_5.jpg/250px-Bulgogi_5.jpg
30,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-07.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Korean_barbeque-Bulgogi-07.jpg/250px-Korean_barbeque-Bulgogi-07.jpg
31,불고기,180758472,wikimedia,日本のスーパーで販売されてたトッポギソースとプルコギソース。,Tteokbokki sauce and Bulgogi sauce.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Tteokbokki_sauce_and_Bulgogi_sauce.jpg/330px-Tteokbokki_sauce_and_Bulgogi_sauce.jpg
32,불고기,180758472,wikimedia,Bulgogi (grilled marinated beef slices),Bulgogi 7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Bulgogi_7.jpg/250px-Bulgogi_7.jpg
33,불고기,180758472,wikimedia,Bulgogi sushi,Bulgogi sushi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bulgogi_sushi.jpg/330px-Bulgogi_sushi.jpg
34,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Korean_barbeque-Bulgogi-03.jpg/250px-Korean_barbeque-Bulgogi-03.jpg
35,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Korean_barbeque-Bulgogi-01.jpg/250px-Korean_barbeque-Bulgogi-01.jpg
36,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Korean_barbeque-Bulgogi-02.jpg/250px-Korean_barbeque-Bulgogi-02.jpg
37,불고기,180758472,wikimedia,Beef Bulgogi,Beef Bulgogi(BBQ).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Beef_Bulgogi%28BBQ%29.jpg/330px-Beef_Bulgogi%28BBQ%29.jpg
38,불고기,180758472,wikimedia,Bulgogi,Bulgogi 6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Bulgogi_6.jpg/250px-Bulgogi_6.jpg
39,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-13.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Korean_barbeque-Bulgogi-13.jpg/330px-Korean_barbeque-Bulgogi-13.jpg
40,불고기,180758472,wikimedia,Bulgogi,Bulgogi (32834714011).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bulgogi_%2832834714011%29.jpg/330px-Bulgogi_%2832834714011%29.jpg
41,불고기,180758472,wikimedia,(설명 없음),Bulgogi beef1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bulgogi_beef1.jpg/250px-Bulgogi_beef1.jpg
42,불고기,180758472,wikimedia,松屋 プルコギ定食（780円）,Bulgogi set meal of Matsuya.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Bulgogi_set_meal_of_Matsuya.jpg/330px-Bulgogi_set_meal_of_Matsuya.jpg
43,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-11.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Korean_barbeque-Bulgogi-11.jpg/250px-Korean_barbeque-Bulgogi-11.jpg
44,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-12.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Korean_barbeque-Bulgogi-12.jpg/250px-Korean_barbeque-Bulgogi-12.jpg
45,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Korean_barbeque-Bulgogi-05.jpg/250px-Korean_barbeque-Bulgogi-05.jpg
46,불고기,180758472,wikimedia,Bulgogi,Korean.food-Bulgogi-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Korean.food-Bulgogi-03.jpg/330px-Korean.food-Bulgogi-03.jpg
47,불고기,180758472,wikimedia,Bulgogi,Korean cuisine-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Korean_cuisine-Bulgogi-01.jpg/330px-Korean_cuisine-Bulgogi-01.jpg
48,불고기,180758472,wikimedia,Bulgogi,Korean barbeque-Bulgogi variation-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Korean_barbeque-Bulgogi_variation-01.jpg/250px-Korean_barbeque-Bulgogi_variation-01.jpg
49,불고기,180758472,wikimedia,Saeu-kkochi (shrimp skewers) and bulgogi-kkochi (beef skewers),Saeu-kkochi and bulgogi-kkochi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Saeu-kkochi_and_bulgogi-kkochi.jpg/250px-Saeu-kkochi_and_bulgogi-kkochi.jpg
50,불고기,180758472,wikimedia,"Bulgogi at Jung Soo Nae, January 16, 2009",Korean BBQ-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Korean_BBQ-Bulgogi-01.jpg/250px-Korean_BBQ-Bulgogi-01.jpg
51,불고기,180758472,wikimedia,불고기,불고기.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/%EB%B6%88%EA%B3%A0%EA%B8%B0.jpg/250px-%EB%B6%88%EA%B3%A0%EA%B8%B0.jpg
52,불고기,180758472,wikimedia,Bulgogi in Korean cuisine,Korean barbeque-Bulgogi-04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Korean_barbeque-Bulgogi-04.jpg/250px-Korean_barbeque-Bulgogi-04.jpg
53,불고기,180758472,wikimedia,韩国版本的铁板牛肉,Korean barbeque-Bulgogi-18.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Korean_barbeque-Bulgogi-18.jpg/250px-Korean_barbeque-Bulgogi-18.jpg
54,불고기,180758472,wikimedia,Bulgogi making,Bulgogi making.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Bulgogi_making.jpg/330px-Bulgogi_making.jpg
55,불고기,180758472,wikimedia,"Marinated thin sliced beef with sweet soy sauce. Bulgogi is one of the most popular Korean dishes.
For the recipe : <a href=""http://www.kfoodaddict.com"" rel=""noreferrer nofollow"">www.kfoodaddict.com</",Korean marinated beef -Bulgogi- (8634652350).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Korean_marinated_beef_-Bulgogi-_%288634652350%29.jpg/330px-Korean_marinated_beef_-Bulgogi-_%288634652350%29.jpg
56,불고기,180758472,wikimedia,"beef bulgogi @ Myeong-dong - 5,000 won",Korean cuisine-Bulgogi deobap-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Korean_cuisine-Bulgogi_deobap-01.jpg/250px-Korean_cuisine-Bulgogi_deobap-01.jpg
57,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-08.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Korean_barbeque-Bulgogi-08.jpg/250px-Korean_barbeque-Bulgogi-08.jpg
58,불고기,180758472,wikimedia,"Bulgogi, Korean barbeque",Korean barbeque-Bulgogi-10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Korean_barbeque-Bulgogi-10.jpg/250px-Korean_barbeque-Bulgogi-10.jpg
59,불고기,180758472,wikimedia,Bulgogi,Korean barbeque-Bulgogi-16.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Korean_barbeque-Bulgogi-16.jpg/250px-Korean_barbeque-Bulgogi-16.jpg
60,불고기,180758472,wikimedia,Bulgogi pasty,Bulgogi pasty.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Bulgogi_pasty.jpg/250px-Bulgogi_pasty.jpg
61,불고기,180758472,wikimedia,"불고기, Bulgogi",Korean.food-Bulgogi-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Korean.food-Bulgogi-01.jpg/250px-Korean.food-Bulgogi-01.jpg
62,불고기,180758472,wikimedia,(설명 없음),Bulgogi beef texture2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Bulgogi_beef_texture2.jpg/250px-Bulgogi_beef_texture2.jpg
63,불고기,180758472,wikimedia,Fast-food style bulgogi in Indonesia,Fast-food style bulgogi in Indonesia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Fast-food_style_bulgogi_in_Indonesia.jpg/250px-Fast-food_style_bulgogi_in_Indonesia.jpg
64,불고기,180758472,wikimedia,"Bulgogi, Korean barbecued dish",Korean barbeque-Bulgogi-17.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Korean_barbeque-Bulgogi-17.jpg/250px-Korean_barbeque-Bulgogi-17.jpg
65,불고기,180758472,wikimedia,"プルコギ定食にした。ワンプレートだと給食気分。
from my iPhone",Bulgogi lunch (5091744161).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bulgogi_lunch_%285091744161%29.jpg/250px-Bulgogi_lunch_%285091744161%29.jpg
66,불고기,180758472,wikimedia,"불고기와 반찬, Bulgogi accompanied with leaf vegetables and Banchan.",Korean.food-Bulgogi-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Korean.food-Bulgogi-02.jpg/250px-Korean.food-Bulgogi-02.jpg
67,불고기,180758472,wikimedia,"Bulbogi, a Korean barbeque made of marinated beef and vegetable",Korean barbeque-Bulgogi-15.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Korean_barbeque-Bulgogi-15.jpg/250px-Korean_barbeque-Bulgogi-15.jpg
